qseqid	sseqid	paralogy_index	paralogy_index_ignoreMissing	paralog_percent	paralog_percent_ignoreMissing	full_percent	unique_percent	missing_percent
4806	NODE_2_length_1627_cov_6.203333	0.25	1	0	0	25.1	25.1	74.9
4848	NODE_3_length_807_cov_1.198529	0.36	1	0	0	35.6	35.6	64.4
4848	NODE_1_length_1952_cov_11.523288	0.83	1.01	0.6	0.8	82.3	81.6	17.7
4848	NODE_2_length_1485_cov_6.963918	0.83	1.01	0.6	0.8	82	81.3	18
4889	NODE_1_length_1713_cov_10.697352	0.87	1.01	0.7	0.8	86	85.3	14
4889	NODE_2_length_1670_cov_7.528840	0.22	1	0	0	22.2	22.2	77.8
4890	NODE_2_length_1240_cov_9.988320	0.72	1.02	1.7	2.5	70.3	68.5	29.7
4890	NODE_1_length_1452_cov_6.519245	0.23	1	0	0	22.6	22.6	77.4
4893	NODE_1_length_2371_cov_6.346702	0.87	1.03	2.1	2.5	84.5	82.3	15.5
4893	NODE_2_length_1538_cov_19.274274	0.75	1.04	2.8	3.8	72.6	69.9	27.4
4893	NODE_4_length_591_cov_11.331897	0.47	1.02	0.8	1.7	46.2	45.4	53.8
4932	NODE_1_length_1912_cov_27.254902	0.87	1.01	0.8	0.9	85.8	85	14.2
4932	NODE_2_length_994_cov_10.636678	0.16	1.03	0.4	2.6	15.3	14.9	84.7
4942	NODE_1_length_2685_cov_10.385848	0.82	1.01	0.9	1.1	81.2	80.3	18.8
4942	NODE_3_length_945_cov_4.286064	0.1	1	0	0	10.3	10.3	89.7
4942	NODE_2_length_1815_cov_15.934242	0.77	1.01	0.9	1.1	76	75.1	24
4942	NODE_4_length_513_cov_5.321244	0.13	1	0	0	13.2	13.2	86.8
4951	NODE_1_length_1583_cov_9.400412	0.99	1	0	0	99.5	99.5	0.5
4951	NODE_2_length_1416_cov_11.166020	0.82	1	0	0	81.6	81.6	18.4
4951	NODE_3_length_760_cov_9.236967	0.73	1	0	0	72.8	72.8	27.2
4954	NODE_2_length_1329_cov_28.886023	0.56	1	0.2	0.4	55.5	55.3	44.5
4954	NODE_1_length_1470_cov_20.047655	0.25	1.06	1.3	5.6	23.7	22.4	76.3
4989	NODE_5_length_1221_cov_29.617916	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_6_length_1217_cov_11.425688	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_1_length_1404_cov_38.055599	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_7_length_1169_cov_17.613244	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_2_length_1373_cov_27.725522	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_3_length_1247_cov_40.782143	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_4_length_1240_cov_19.076370	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_9_length_792_cov_3.918797	0.23	1	0	0	22.7	22.7	77.3
4989	NODE_8_length_1134_cov_8.750745	0.22	1	0	0	21.8	21.8	78.2
4992	NODE_1_length_4588_cov_16.322125	0.98	1.01	0.5	0.5	98	97.4	2
4992	NODE_5_length_884_cov_6.729194	0.08	1	0	0	7.6	7.6	92.4
4992	NODE_7_length_774_cov_2.225657	0.08	1	0	0	7.5	7.5	92.5
