qseqid	sseqid	paralogy_index	paralogy_index_ignoreMissing	paralog_percent	paralog_percent_ignoreMissing	full_percent	unique_percent	missing_percent
4889	NODE_1_length_1959_cov_9.469432	0.87	1.01	0.7	0.8	86	85.3	14
4889	NODE_2_length_1791_cov_8.712740	0.22	1	0	0	22.2	22.2	77.8
4890	NODE_1_length_1356_cov_10.538649	0.31	1.02	0.5	1.7	31	30.4	69
4890	NODE_2_length_1315_cov_16.944444	0.6	1.03	1.7	3	58.3	56.5	41.7
4893	NODE_1_length_2012_cov_21.500265	0.83	1.03	2.7	3.3	80.6	78	19.4
4893	NODE_2_length_1843_cov_17.671911	0.69	1.02	1.2	1.8	67.5	66.3	32.5
4932	NODE_1_length_1693_cov_58.745849	0.87	1.01	0.8	0.9	85.8	85	14.2
4932	NODE_2_length_986_cov_14.220023	0.16	1.03	0.4	2.6	15.3	14.9	84.7
4942	NODE_1_length_2830_cov_11.246023	0.82	1.01	0.9	1.1	81.2	80.3	18.8
4942	NODE_3_length_890_cov_3.724771	0.1	1	0	0	10.1	10.1	89.9
4942	NODE_2_length_1676_cov_26.799871	0.76	1.01	0.9	1.2	75.4	74.6	24.6
4942	NODE_4_length_721_cov_24.776094	0.49	1.01	0.7	1.4	48.1	47.4	51.9
4951	NODE_1_length_1521_cov_21.093257	1	1	0	0	100	100	0
4951	NODE_2_length_1335_cov_14.475993	1.01	1.01	0.5	0.5	100	99.5	0
4951	NODE_3_length_1195_cov_14.975655	0.82	1	0	0	81.6	81.6	18.4
4954	NODE_1_length_1611_cov_45.778976	0.56	1	0.2	0.4	55.9	55.7	44.1
4954	NODE_2_length_1256_cov_30.360496	0.25	1.06	1.3	5.6	23.7	22.4	76.3
4989	NODE_6_length_1309_cov_32.205584	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_7_length_1275_cov_19.291812	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_2_length_1477_cov_44.365185	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_8_length_1213_cov_16.890424	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_1_length_1789_cov_16.605897	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_11_length_1030_cov_18.004430	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_18_length_680_cov_19.549729	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_13_length_925_cov_63.219298	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_3_length_1358_cov_25.786353	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_5_length_1347_cov_31.673770	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_21_length_324_cov_7.878173	0.56	1	0	0	56.4	56.4	43.6
4989	NODE_4_length_1357_cov_20.682114	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_16_length_736_cov_2.517241	0.37	1	0	0	36.8	36.8	63.2
4989	NODE_14_length_827_cov_22.985714	0.84	1	0.3	0.4	83.5	83.2	16.5
4989	NODE_12_length_927_cov_6.297500	0.36	1	0	0	35.5	35.5	64.5
4989	NODE_10_length_1116_cov_14.572295	0.39	1	0	0	39.3	39.3	60.7
4989	NODE_23_length_184_cov_193.087719	0.39	1	0	0	38.6	38.6	61.4
4989	NODE_9_length_1148_cov_14.810970	0.39	1	0	0	38.6	38.6	61.4
4989	NODE_19_length_632_cov_18.962376	0.3	1	0	0	29.6	29.6	70.4
4989	NODE_20_length_518_cov_12.767263	0.29	1	0	0	29	29	71
4989	NODE_15_length_808_cov_15.873715	0.2	1	0	0	20.2	20.2	79.8
4989	NODE_17_length_713_cov_16.607509	0.2	1	0	0	19.6	19.6	80.4
4992	NODE_1_length_4499_cov_20.274931	0.98	1.01	0.5	0.5	98	97.4	2
4992	NODE_4_length_975_cov_1.582547	0.11	1	0	0	11.1	11.1	88.9
4992	NODE_2_length_1455_cov_2.792922	0.08	1	0	0	7.6	7.6	92.4
