qseqid	sseqid	paralogy_index	paralogy_index_ignoreMissing	paralog_percent	paralog_percent_ignoreMissing	full_percent	unique_percent	missing_percent
4806	NODE_1_length_1927_cov_11.284444	0.87	1.01	0.5	0.6	86	85.5	14
4806	NODE_3_length_643_cov_8.534884	0.42	1	0	0	41.8	41.8	58.2
4806	NODE_2_length_1717_cov_18.432704	0.25	1	0	0	25.1	25.1	74.9
4848	NODE_1_length_2359_cov_43.674283	1	1.01	0.6	0.6	99.2	98.6	0.8
4848	NODE_2_length_709_cov_4.896907	0.32	1	0	0	31.7	31.7	68.3
4889	NODE_1_length_1682_cov_10.311897	0.87	1.01	0.7	0.8	86	85.3	14
4889	NODE_2_length_1560_cov_14.583391	0.49	1	0	0	49	49	51
4890	NODE_1_length_1185_cov_23.768431	0.6	1.03	1.7	3	58.3	56.5	41.7
4890	NODE_2_length_1170_cov_11.670182	0.23	1	0	0	22.6	22.6	77.4
4893	NODE_2_length_1591_cov_30.411885	0.75	1.03	1.9	2.6	72.6	70.8	27.4
4893	NODE_1_length_1654_cov_27.839555	0.75	1.03	2.3	3.1	72.6	70.4	27.4
4932	NODE_1_length_1902_cov_74.980282	0.86	1.01	0.8	0.9	84.8	84	15.2
4932	NODE_2_length_892_cov_10.224837	0.16	1.03	0.4	2.6	15.3	14.9	84.7
4942	NODE_2_length_2604_cov_20.709326	0.97	1.02	1.9	2	94.9	93	5.1
4942	NODE_1_length_2694_cov_20.253214	0.84	1.01	0.9	1.1	82.8	81.9	17.2
4951	NODE_1_length_1680_cov_27.080489	0.99	1	0	0	99.5	99.5	0.5
4951	NODE_2_length_1557_cov_23.581818	1	1	0	0	100	100	0
4951	NODE_3_length_1032_cov_12.906077	0.44	1	0	0	44.2	44.2	55.8
4954	NODE_2_length_1301_cov_60.534923	0.56	1	0.2	0.4	55.9	55.7	44.1
4954	NODE_1_length_1313_cov_25.832209	0.24	1.02	0.4	1.9	23.7	23.3	76.3
4954	NODE_4_length_411_cov_1.404930	0.08	1	0	0	8.3	8.3	91.7
4989	NODE_1_length_1359_cov_41.009740	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_6_length_1182_cov_38.883412	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_12_length_614_cov_7.367556	0.56	1	0	0	56.4	56.4	43.6
4989	NODE_9_length_945_cov_20.652812	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_4_length_1311_cov_35.799831	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_2_length_1356_cov_38.711147	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_5_length_1207_cov_44.139815	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_7_length_1002_cov_13.833143	0.56	1	0	0	56.4	56.4	43.6
4989	NODE_3_length_1324_cov_34.231412	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_8_length_949_cov_4.725061	0.56	1	0	0	56.4	56.4	43.6
4989	NODE_10_length_938_cov_22.654747	0.69	1	0.3	0.5	68.5	68.2	31.5
4989	NODE_11_length_677_cov_18.363636	0.39	1	0	0	38.6	38.6	61.4
4992	NODE_1_length_4230_cov_29.928589	0.98	1.01	0.5	0.5	98	97.4	2
4992	NODE_3_length_688_cov_4.570410	0.24	1	0	0	23.8	23.8	76.2
4992	NODE_2_length_953_cov_1.920097	0.2	1	0	0	19.6	19.6	80.4
