qseqid	sseqid	paralogy_index	paralogy_index_ignoreMissing	paralog_percent	paralog_percent_ignoreMissing	full_percent	unique_percent	missing_percent
4806	NODE_2_length_1884_cov_7.470120	0.86	1.01	0.5	0.6	85.5	84.9	14.5
4806	NODE_1_length_2599_cov_9.151699	0.67	1	0	0	67	67	33
4848	NODE_2_length_2394_cov_19.630348	1.01	1.01	0.8	0.8	100	99.2	0
4848	NODE_1_length_2400_cov_11.689837	0.99	1.01	0.6	0.7	98.7	98.1	1.3
4889	NODE_1_length_1646_cov_15.232390	0.87	1.01	0.7	0.8	86	85.3	14
4889	NODE_2_length_1337_cov_11.153719	0.49	1	0	0	49	49	51
4890	NODE_2_length_1499_cov_12.456997	0.35	1	0	0	34.6	34.6	65.4
4890	NODE_1_length_1685_cov_6.399230	0.84	1.02	1.7	2.1	82.1	80.3	17.9
4890	NODE_3_length_603_cov_8.132353	0.29	1	0	0	28.5	28.5	71.5
4893	NODE_1_length_1731_cov_19.282419	0.75	1.04	2.7	3.7	72.6	70	27.4
4893	NODE_3_length_1072_cov_7.800000	0.47	1.03	1.2	2.6	46.2	45	53.8
4893	NODE_2_length_1198_cov_8.799253	0.31	1.02	0.5	1.7	30.8	30.3	69.2
4893	NODE_5_length_649_cov_1.678161	0.14	1	0	0	13.7	13.7	86.3
4932	NODE_1_length_1917_cov_55.576536	0.86	1	0.2	0.2	85.8	85.6	14.2
4932	NODE_2_length_1129_cov_12.012974	0.16	1.03	0.4	2.6	15.3	14.9	84.7
4942	NODE_1_length_2996_cov_12.857442	0.99	1.02	1.9	2	97	95.1	3
4942	NODE_3_length_780_cov_3.497703	0.1	1	0	0	10.3	10.3	89.7
4942	NODE_2_length_1953_cov_17.199890	0.72	1.01	0.9	1.2	70.9	70	29.1
4951	NODE_1_length_1426_cov_20.257121	1.01	1.01	0.5	0.5	100	99.5	0
4951	NODE_3_length_1283_cov_12.355536	1.01	1.01	0.5	0.5	100	99.5	0
4951	NODE_2_length_1299_cov_9.727816	0.82	1	0	0	81.6	81.6	18.4
4954	NODE_2_length_1400_cov_39.733700	0.56	1	0.2	0.4	55.5	55.3	44.5
4954	NODE_1_length_1409_cov_23.523401	0.24	1.02	0.4	1.9	23.7	23.3	76.3
4989	NODE_2_length_1378_cov_31.551559	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_12_length_808_cov_20.117474	0.56	1	0	0	56.4	56.4	43.6
4989	NODE_14_length_748_cov_5.590982	0.56	1	0	0	56.4	56.4	43.6
4989	NODE_5_length_1256_cov_12.660762	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_9_length_1146_cov_15.071639	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_3_length_1318_cov_12.330814	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_1_length_1592_cov_24.954949	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_11_length_1027_cov_18.118889	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_4_length_1300_cov_11.324808	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_10_length_1106_cov_22.953013	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_7_length_1213_cov_14.209024	0.56	1	0	0	56.4	56.4	43.6
4989	NODE_6_length_1220_cov_13.115279	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_16_length_692_cov_47.247788	0.87	1	0	0	86.6	86.6	13.4
4989	NODE_18_length_652_cov_20.070476	0.76	1	0	0	75.7	75.7	24.3
4989	NODE_17_length_665_cov_3.559480	0.31	1	0	0	31.2	31.2	68.8
4989	NODE_15_length_747_cov_24.770968	0.35	1	0	0	35.2	35.2	64.8
4989	NODE_8_length_1152_cov_27.440000	0.39	1	0	0	38.6	38.6	61.4
4992	NODE_1_length_4590_cov_22.762043	0.98	1.01	0.5	0.5	98	97.4	2
4992	NODE_5_length_950_cov_5.800729	0.11	1	0	0	11.1	11.1	88.9
4992	NODE_2_length_1335_cov_4.265728	0.19	1	0	0	18.7	18.7	81.3
4992	NODE_8_length_686_cov_6.599284	0.11	1	0	0	11.1	11.1	88.9
4992	NODE_9_length_534_cov_1.262899	0.09	1	0	0	9.5	9.5	90.5
4992	NODE_10_length_394_cov_1.883895	0.06	1	0	0	5.7	5.7	94.3
4992	NODE_6_length_924_cov_9.956085	0.11	1	0	0	11.4	11.4	88.6
