qseqid	sseqid	paralogy_index	paralogy_index_ignoreMissing	paralog_percent	paralog_percent_ignoreMissing	full_percent	unique_percent	missing_percent
4889	NODE_2_length_1488_cov_14.923586	0.87	1.01	0.7	0.8	86	85.3	14
4889	NODE_1_length_1675_cov_5.979974	0.49	1	0	0	49	49	51
4890	NODE_3_length_586_cov_2.801743	0.54	1	0	0	53.7	53.7	46.3
4890	NODE_4_length_557_cov_3.616279	0.56	1	0	0	56.3	56.3	43.7
4890	NODE_1_length_1464_cov_17.952880	0.71	1.03	1.7	2.5	69.4	67.7	30.6
4890	NODE_2_length_1049_cov_10.587852	0.23	1	0	0	22.6	22.6	77.4
4893	NODE_1_length_2632_cov_16.632735	1.01	1.04	3.6	3.7	97.6	94	2.4
4893	NODE_2_length_1484_cov_28.990420	0.75	1.04	2.7	3.7	72.6	70	27.4
4893	NODE_3_length_671_cov_32.908088	0.44	1.03	1.2	2.8	42.8	41.6	57.2
4932	NODE_1_length_1795_cov_68.605516	0.86	1.01	0.8	0.9	85.1	84.3	14.9
4932	NODE_2_length_870_cov_9.903096	0.16	1.03	0.4	2.6	15.3	14.9	84.7
4942	NODE_6_length_675_cov_27.771898	0.54	1	0	0	53.7	53.7	46.3
4942	NODE_4_length_1022_cov_11.878212	0.3	1	0	0	29.8	29.8	70.2
4942	NODE_3_length_1022_cov_20.816760	0.3	1	0	0	29.8	29.8	70.2
4942	NODE_7_length_646_cov_21.853565	0.3	1	0	0	29.8	29.8	70.2
4942	NODE_1_length_2700_cov_13.315974	0.82	1.01	0.9	1.1	81.2	80.3	18.8
4942	NODE_5_length_985_cov_9.692308	0.1	1	0	0	10.3	10.3	89.7
4942	NODE_2_length_1871_cov_26.525803	0.85	1.02	1.9	2.3	82.9	81	17.1
4951	NODE_1_length_1498_cov_24.034282	1	1.01	0.5	0.6	99.5	98.9	0.5
4951	NODE_2_length_950_cov_3.321993	0.74	1	0	0	74.5	74.5	25.5
4954	NODE_1_length_1545_cov_35.361777	0.56	1	0.2	0.4	55.9	55.7	44.1
4954	NODE_2_length_1146_cov_27.398430	0.25	1.06	1.3	5.6	23.7	22.4	76.3
4989	NODE_2_length_1263_cov_35.694542	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_1_length_1361_cov_18.618314	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_4_length_1154_cov_17.700097	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_5_length_1143_cov_21.945866	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_3_length_1260_cov_22.163283	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_6_length_1003_cov_11.520548	0.66	1	0.3	0.5	66	65.7	34
4992	NODE_1_length_4452_cov_22.469827	0.98	1.01	0.5	0.5	98	97.4	2
4992	NODE_5_length_622_cov_5.347475	0.07	1	0	0	7.3	7.3	92.7
