qseqid	sseqid	paralogy_index	paralogy_index_ignoreMissing	paralog_percent	paralog_percent_ignoreMissing	full_percent	unique_percent	missing_percent
4890	NODE_4_length_811_cov_3.410819	0.56	1	0	0	56.3	56.3	43.7
4890	NODE_3_length_815_cov_2.409884	0.53	1	0	0	52.7	52.7	47.3
4890	NODE_1_length_1229_cov_15.107985	0.31	1.02	0.5	1.7	31	30.4	69
4890	NODE_2_length_1119_cov_27.836694	0.61	1.05	2.8	4.8	58.1	55.3	41.9
4893	NODE_1_length_2502_cov_17.149895	1.01	1.03	3.2	3.3	97.6	94.4	2.4
4893	NODE_4_length_510_cov_1.344648	0.12	1	0	0	12.1	12.1	87.9
4893	NODE_2_length_1822_cov_20.609440	0.83	1.03	2.3	2.8	80.6	78.4	19.4
4932	NODE_1_length_1755_cov_103.866093	0.86	1.01	0.8	0.9	85.1	84.3	14.9
4932	NODE_2_length_991_cov_9.704861	0.16	1.03	0.4	2.6	15.3	14.9	84.7
4942	NODE_4_length_875_cov_22.342246	0.3	1	0	0	29.8	29.8	70.2
4942	NODE_3_length_996_cov_6.375144	0.1	1	0	0	10.3	10.3	89.7
4942	NODE_5_length_804_cov_4.645495	0.1	1	0	0	10.3	10.3	89.7
4942	NODE_2_length_1734_cov_19.584319	0.86	1.02	1.7	2.1	84.7	82.9	15.3
4942	NODE_1_length_1941_cov_22.045204	0.72	1.01	0.9	1.2	70.9	70	29.1
4942	NODE_6_length_688_cov_10.709447	0.13	1	0	0	13.2	13.2	86.8
4951	NODE_1_length_1789_cov_21.463297	1	1.01	0.5	0.6	99.5	98.9	0.5
4951	NODE_2_length_1205_cov_18.788497	0.94	1	0	0	93.6	93.6	6.4
4954	NODE_2_length_986_cov_79.315483	0.46	1	0	0	46.1	46.1	53.9
4954	NODE_3_length_574_cov_15.476510	0.27	1.01	0.2	0.8	27.1	26.9	72.9
4954	NODE_1_length_1408_cov_14.204528	0.25	1.06	1.3	5.6	23.7	22.4	76.3
4989	NODE_2_length_1224_cov_48.516864	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_5_length_985_cov_19.896270	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_1_length_1245_cov_43.472272	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_3_length_1191_cov_14.549812	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_4_length_1024_cov_9.178372	0.64	1	0.3	0.5	64.2	63.9	35.8
4989	NODE_6_length_653_cov_32.813688	0.39	1	0	0	38.6	38.6	61.4
4992	NODE_1_length_4489_cov_17.069464	0.98	1.01	0.5	0.5	98	97.4	2
4992	NODE_5_length_650_cov_5.040153	0.1	1	0	0	10.5	10.5	89.5
4992	NODE_9_length_268_cov_25.056738	0.11	1	0	0	10.6	10.6	89.4
4992	NODE_4_length_683_cov_3.393885	0.09	1	0	0	9.1	9.1	90.9
