qseqid	sseqid	paralogy_index	paralogy_index_ignoreMissing	paralog_percent	paralog_percent_ignoreMissing	full_percent	unique_percent	missing_percent
4951	NODE_2_length_1261_cov_17.207231	1	1	0	0	100	100	0
4951	NODE_1_length_1708_cov_13.447185	0.99	1	0	0	99.5	99.5	0.5
4954	NODE_1_length_1171_cov_37.855364	0.56	1	0.2	0.4	55.5	55.3	44.5
4954	NODE_2_length_1162_cov_27.300483	0.25	1.06	1.3	5.6	23.7	22.4	76.3
4989	NODE_1_length_1326_cov_39.886572	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_2_length_1214_cov_56.003680	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_7_length_710_cov_48.782161	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_3_length_1173_cov_35.240918	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_4_length_1151_cov_16.756836	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_8_length_635_cov_21.683071	0.83	1	0.3	0.4	83.2	82.9	16.8
4989	NODE_5_length_972_cov_21.299408	0.89	1	0.3	0.3	89.1	88.8	10.9
4989	NODE_9_length_398_cov_1.896679	0.25	1	0	0	25.2	25.2	74.8
4989	NODE_6_length_854_cov_18.613480	0.23	1	0	0	23.1	23.1	76.9
4992	NODE_1_length_4224_cov_31.652429	0.98	1.01	0.5	0.5	98	97.4	2
4992	NODE_5_length_720_cov_4.622260	0.15	1	0	0	14.6	14.6	85.4
4992	NODE_2_length_1037_cov_7.725275	0.08	1	0	0	7.6	7.6	92.4
4992	NODE_3_length_818_cov_14.140376	0.11	1	0	0	11.4	11.4	88.6
