qseqid	sseqid	paralogy_index	paralogy_index_ignoreMissing	paralog_percent	paralog_percent_ignoreMissing	full_percent	unique_percent	missing_percent
4989	NODE_18_length_876_cov_34.801068	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_13_length_1031_cov_14.380531	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_6_length_1239_cov_11.953237	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_1_length_1829_cov_8.746769	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_7_length_1219_cov_28.795788	0.56	1	0	0	56.4	56.4	43.6
4989	NODE_4_length_1312_cov_29.313080	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_24_length_504_cov_2.668435	0.48	1	0	0	47.7	47.7	52.3
4989	NODE_8_length_1191_cov_16.242481	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_11_length_1070_cov_12.003181	0.88	1	0.3	0.4	88.2	87.9	11.8
4989	NODE_28_length_409_cov_1.702128	0.39	1	0	0	39.3	39.3	60.7
4989	NODE_12_length_1062_cov_13.374332	0.89	1	0.3	0.4	88.5	88.2	11.5
4989	NODE_22_length_695_cov_6.209507	0.34	1	0	0	34.3	34.3	65.7
4989	NODE_32_length_265_cov_8.898551	0.34	1	0	0	33.6	33.6	66.4
4989	NODE_21_length_764_cov_67.080063	0.7	1	0.3	0.4	69.5	69.2	30.5
4989	NODE_30_length_337_cov_40.761905	0.67	1	0.3	0.5	66.4	66	33.6
4989	NODE_20_length_789_cov_17.267372	0.39	1	0	0	38.6	38.6	61.4
4989	NODE_23_length_623_cov_24.419355	0.39	1	0	0	38.9	38.9	61.1
4989	NODE_29_length_393_cov_39.830827	0.39	1	0	0	38.6	38.6	61.4
4989	NODE_15_length_973_cov_11.143026	0.39	1	0	0	38.6	38.6	61.4
4989	NODE_25_length_503_cov_43.534574	0.38	1	0	0	38.3	38.3	61.7
4989	NODE_26_length_446_cov_26.658307	0.38	1	0	0	38	38	62
4992	NODE_1_length_4501_cov_28.132373	0.98	1	0.3	0.3	98	97.6	2
4992	NODE_2_length_1195_cov_3.933521	0.1	1	0	0	10.5	10.5	89.5
4992	NODE_3_length_790_cov_8.221719	0.16	1	0	0	16.1	16.1	83.9
4992	NODE_6_length_549_cov_2.443128	0.08	1	0	0	8.5	8.5	91.5
4992	NODE_8_length_461_cov_1.907186	0.06	1	0	0	6.3	6.3	93.7
