qseqid	sseqid	paralogy_index	paralogy_index_ignoreMissing	paralog_percent	paralog_percent_ignoreMissing	full_percent	unique_percent	missing_percent
4989	NODE_5_length_1314_cov_46.582982	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_17_length_731_cov_3.293046	0.56	1	0	0	56.4	56.4	43.6
4989	NODE_11_length_996_cov_25.214039	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_12_length_987_cov_16.294186	0.56	1	0	0	56.4	56.4	43.6
4989	NODE_2_length_1424_cov_15.951426	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_20_length_497_cov_76.386486	0.95	1.01	0.6	0.7	94.7	94.1	5.3
4989	NODE_8_length_1126_cov_12.345345	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_1_length_1441_cov_38.356164	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_6_length_1151_cov_78.391602	0.84	1	0.3	0.4	83.5	83.2	16.5
4989	NODE_21_length_444_cov_42.899054	0.51	1	0	0	50.8	50.8	49.2
4989	NODE_10_length_1026_cov_5.480534	0.6	1.01	0.3	0.5	59.8	59.5	40.2
4989	NODE_19_length_583_cov_3.655702	0.36	1	0	0	35.5	35.5	64.5
4989	NODE_14_length_920_cov_17.102144	0.4	1	0	0	40.2	40.2	59.8
4989	NODE_7_length_1143_cov_12.928150	0.39	1	0	0	38.6	38.6	61.4
4989	NODE_9_length_1070_cov_10.791092	0.39	1	0	0	38.6	38.6	61.4
4989	NODE_13_length_946_cov_12.995116	0.21	1	0	0	20.9	20.9	79.1
4989	NODE_18_length_610_cov_15.227743	0.2	1	0	0	19.6	19.6	80.4
4992	NODE_1_length_4538_cov_20.414645	0.98	1.01	0.5	0.5	98	97.4	2
4992	NODE_4_length_932_cov_2.488199	0.15	1	0	0	14.6	14.6	85.4
4992	NODE_6_length_596_cov_1.098081	0.21	1	0	0	20.6	20.6	79.4
4992	NODE_3_length_977_cov_6.549412	0.08	1	0	0	7.6	7.6	92.4
4992	NODE_2_length_1199_cov_5.582090	0.08	1	0	0	7.6	7.6	92.4
