qseqid	sseqid	paralogy_index	paralogy_index_ignoreMissing	paralog_percent	paralog_percent_ignoreMissing	full_percent	unique_percent	missing_percent
4893	NODE_1_length_2466_cov_14.372809	0.93	1.04	3.2	3.6	89.6	86.5	10.4
4893	NODE_2_length_2145_cov_12.925669	0.93	1.04	3.2	3.6	89.6	86.5	10.4
4893	NODE_3_length_1488_cov_7.301984	0.65	1.04	2.4	3.8	62.2	59.8	37.8
4932	NODE_1_length_1954_cov_69.493706	0.86	1.01	0.8	0.9	85.1	84.3	14.9
4932	NODE_2_length_674_cov_6.813528	0.16	1.03	0.4	2.6	15.3	14.9	84.7
4942	NODE_1_length_3110_cov_13.006034	0.84	1.01	0.9	1.1	82.8	81.9	17.2
4942	NODE_4_length_959_cov_25.197115	0.29	1	0	0	29.3	29.3	70.7
4942	NODE_3_length_994_cov_5.807382	0.1	1	0	0	10.3	10.3	89.7
4942	NODE_2_length_1743_cov_22.599010	0.86	1.02	1.7	2.1	84	82.2	16
4951	NODE_1_length_1526_cov_11.166548	1.01	1.01	0.5	0.5	100	99.5	0
4951	NODE_2_length_1343_cov_16.947368	0.98	1	0	0	98	98	2
4954	NODE_2_length_1328_cov_43.268110	0.56	1	0.2	0.4	55.5	55.3	44.5
4954	NODE_1_length_1376_cov_21.576461	0.25	1.06	1.3	5.6	23.7	22.4	76.3
4954	NODE_3_length_667_cov_2.151852	0.08	1	0	0	8.3	8.3	91.7
4989	NODE_1_length_1467_cov_30.744030	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_3_length_1199_cov_15.291978	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_6_length_1125_cov_16.930862	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_4_length_1191_cov_25.941729	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_2_length_1314_cov_12.083404	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_7_length_925_cov_22.573935	0.95	1	0.3	0.3	94.4	94.1	5.6
4989	NODE_5_length_1171_cov_14.216475	0.66	1	0.3	0.5	66	65.7	34
4992	NODE_1_length_4464_cov_22.556837	0.98	1.01	0.5	0.5	98	97.4	2
4992	NODE_6_length_357_cov_11.000000	0.07	1	0	0	6.7	6.7	93.3
4992	NODE_5_length_426_cov_2.565217	0.08	1	0	0	7.7	7.7	92.3
