qseqid	sseqid	paralogy_index	paralogy_index_ignoreMissing	paralog_percent	paralog_percent_ignoreMissing	full_percent	unique_percent	missing_percent
4989	NODE_15_length_669_cov_22.584871	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_14_length_852_cov_23.753103	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_13_length_928_cov_26.950062	0.84	1	0	0	84.4	84.4	15.6
4989	NODE_12_length_970_cov_21.997628	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_3_length_1383_cov_28.654459	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_1_length_1416_cov_30.455392	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_5_length_1261_cov_24.056437	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_8_length_1197_cov_21.735514	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_11_length_1015_cov_19.540541	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_7_length_1198_cov_17.390289	0.56	1	0	0	56.4	56.4	43.6
4989	NODE_6_length_1233_cov_15.972875	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_2_length_1385_cov_18.676471	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_4_length_1357_cov_19.976423	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_10_length_1048_cov_15.106406	0.56	1	0	0	55.8	55.8	44.2
4992	NODE_1_length_4486_cov_24.835972	0.98	1.01	0.5	0.5	98	97.4	2
4992	NODE_5_length_448_cov_2.785047	0.08	1	0	0	8.4	8.4	91.6
4992	NODE_2_length_1287_cov_3.821552	0.08	1	0	0	7.6	7.6	92.4
