qseqid	sseqid	paralogy_index	paralogy_index_ignoreMissing	paralog_percent	paralog_percent_ignoreMissing	full_percent	unique_percent	missing_percent
4890	NODE_3_length_1150_cov_16.778104	0.31	1.02	0.5	1.7	31	30.4	69
4890	NODE_2_length_1342_cov_16.051852	0.61	1.05	2.8	4.8	58.4	55.7	41.6
4890	NODE_1_length_1391_cov_18.232595	0.23	1	0	0	22.6	22.6	77.4
4893	NODE_4_length_542_cov_1.036145	0.18	1	0	0	17.9	17.9	82.1
4893	NODE_2_length_1844_cov_17.758299	0.75	1.03	2.3	3.1	72.6	70.4	27.4
4893	NODE_1_length_2117_cov_18.303015	0.69	1.02	1.2	1.8	67.5	66.3	32.5
4893	NODE_7_length_379_cov_18.126984	0.33	1.01	0.3	0.8	33.2	32.9	66.8
4893	NODE_5_length_511_cov_11.052083	0.27	1.01	0.3	1	27	26.7	73
4932	NODE_1_length_1947_cov_47.301099	0.86	1.01	0.5	0.6	85.8	85.3	14.2
4932	NODE_2_length_977_cov_18.187059	0.16	1.03	0.4	2.6	15.3	14.9	84.7
4942	NODE_4_length_864_cov_26.473541	0.81	1	0	0	80.7	80.7	19.3
4942	NODE_1_length_2909_cov_12.181165	0.82	1.01	0.9	1.1	81.2	80.3	18.8
4942	NODE_3_length_1052_cov_5.020541	0.1	1	0	0	10.3	10.3	89.7
4942	NODE_2_length_1832_cov_15.030499	0.77	1.01	0.9	1.1	76	75.1	24
4942	NODE_5_length_651_cov_21.129771	0.28	1	0	0	28.4	28.4	71.6
4942	NODE_6_length_622_cov_15.531313	0.41	1	0	0	40.9	40.9	59.1
4951	NODE_1_length_1574_cov_14.575674	1.01	1.01	0.5	0.5	100	99.5	0
4951	NODE_2_length_1358_cov_19.721365	1.01	1.01	0.5	0.5	100	99.5	0
4951	NODE_3_length_448_cov_2.358255	0.55	1	0	0	54.6	54.6	45.4
4951	NODE_4_length_201_cov_2.081081	0.09	1	0	0	9.1	9.1	90.9
4954	NODE_1_length_1660_cov_35.060665	0.56	1	0.2	0.4	55.5	55.3	44.5
4954	NODE_2_length_1088_cov_26.536941	0.25	1.06	1.3	5.6	23.7	22.4	76.3
4989	NODE_1_length_1549_cov_28.023910	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_8_length_1063_cov_10.494658	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_7_length_1087_cov_9.804167	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_6_length_1123_cov_29.464859	0.95	1.01	0.6	0.7	94.7	94.1	5.3
4989	NODE_2_length_1277_cov_29.330435	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_9_length_1019_cov_11.421525	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_5_length_1159_cov_8.816860	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_4_length_1204_cov_24.420613	0.43	1	0	0	42.7	42.7	57.3
4989	NODE_3_length_1221_cov_25.514625	0.75	1	0.3	0.4	74.5	74.1	25.5
4992	NODE_1_length_3459_cov_26.343637	0.75	1	0.3	0.4	75	74.7	25
4992	NODE_5_length_594_cov_1.456103	0.11	1	0	0	11.1	11.1	88.9
4992	NODE_2_length_1062_cov_3.484492	0.19	1	0	0	18.7	18.7	81.3
4992	NODE_3_length_1044_cov_15.917121	0.23	1	0	0	23	23	77
