qseqid	sseqid	paralogy_index	paralogy_index_ignoreMissing	paralog_percent	paralog_percent_ignoreMissing	full_percent	unique_percent	missing_percent
4932	NODE_2_length_1006_cov_14.387941	0.16	1.03	0.4	2.6	15.3	14.9	84.7
4942	NODE_1_length_2719_cov_12.227623	0.84	1.01	0.9	1.1	82.8	81.9	17.2
4942	NODE_3_length_770_cov_5.032659	0.1	1	0	0	10.3	10.3	89.7
4942	NODE_2_length_1592_cov_23.016382	0.62	1.01	0.9	1.4	61.1	60.3	38.9
4942	NODE_8_length_144_cov_11.352941	0.13	1	0	0	12.5	12.5	87.5
4942	NODE_7_length_225_cov_2.479592	0.1	1	0	0	9.6	9.6	90.4
4951	NODE_2_length_1191_cov_23.355263	1.01	1.01	0.5	0.5	100	99.5	0
4951	NODE_1_length_1241_cov_27.096948	0.96	1	0	0	96.4	96.4	3.6
4951	NODE_4_length_585_cov_13.864629	0.43	1.01	0.5	1.3	42.2	41.6	57.8
4951	NODE_3_length_840_cov_18.849930	0.71	1	0	0	71.2	71.2	28.8
4954	NODE_1_length_1487_cov_52.065441	0.56	1	0.2	0.4	55.9	55.7	44.1
4954	NODE_2_length_1238_cov_34.010801	0.24	1.02	0.4	1.9	23.7	23.3	76.3
4954	NODE_3_length_475_cov_2.094828	0.08	1	0	0	8.3	8.3	91.7
4989	NODE_12_length_765_cov_33.302508	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_6_length_1177_cov_27.350476	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_14_length_638_cov_2.454012	0.56	1	0	0	56.4	56.4	43.6
4989	NODE_1_length_1330_cov_63.409809	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_7_length_1105_cov_21.234151	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_5_length_1186_cov_32.441926	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_3_length_1207_cov_30.156481	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_11_length_844_cov_23.927476	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_8_length_1099_cov_20.439300	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_2_length_1308_cov_20.922947	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_4_length_1192_cov_43.863850	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_10_length_871_cov_28.012097	0.95	1	0.3	0.3	94.7	94.4	5.3
4989	NODE_13_length_745_cov_3.268608	0.48	1	0	0	47.7	47.7	52.3
4989	NODE_15_length_506_cov_11.934037	0.41	1	0	0	40.8	40.8	59.2
4989	NODE_16_length_457_cov_1.551515	0.39	1	0	0	38.6	38.6	61.4
4989	NODE_9_length_1030_cov_29.369878	0.39	1	0	0	38.6	38.6	61.4
4992	NODE_1_length_4406_cov_27.415050	0.98	1.01	0.5	0.5	98	97.4	2
4992	NODE_6_length_570_cov_1.645598	0.05	1	0	0	5.5	5.5	94.5
4992	NODE_4_length_1111_cov_5.949187	0.08	1	0	0	7.6	7.6	92.4
4992	NODE_8_length_272_cov_2.806897	0.04	1	0	0	3.8	3.8	96.2
